fulfilment,saleschannel,shipservicelevel,category,size,qty,amount,shipcity,shipstate,b2b,Purchased_day,Purchased_month,rejected,Price_Pred
Merchant,Amazon.in,Standard,kurta,L,0,325.71,WARANGAL,TELANGANA,False,28,4,rejected,868.4666666666666
Amazon,Amazon.in,Expedited,Set,XXL,0,665.1355519636998,Navi Mumbai,MAHARASHTRA,True,28,4,rejected,659.735
Amazon,Amazon.in,Expedited,kurta,3XL,0,665.1355519636998,THANE,MAHARASHTRA,False,28,4,rejected,706.77
Merchant,Amazon.in,Standard,kurta,L,0,665.1355519636998,KOTTAYAM,KERALA,False,28,4,rejected,665.0
Merchant,Amazon.in,Standard,kurta,XL,1,353.0,BENGALURU,KARNATAKA,False,28,4,rejected,872.3989999999999
Merchant,Amazon.in,Standard,Top,XS,1,487.0,BHUBANESWAR,ODISHA,False,28,4,not rejected,501.32666666666665
Merchant,Amazon.in,Standard,kurta,L,0,665.1355519636998,KOTTAYAM,KERALA,False,28,4,rejected,665.0
Merchant,Amazon.in,Standard,Set,XL,1,599.0,KOLKATA,WEST BENGAL,False,28,4,not rejected,568.04
Merchant,Amazon.in,Standard,Top,M,1,463.0,BENGALURU,KARNATAKA,False,28,4,not rejected,800.1145
Merchant,Amazon.in,Standard,Set,L,1,563.0,KANKE,JHARKHAND,False,28,4,not rejected,526.1466666666668
Merchant,Amazon.in,Standard,kurta,XL,1,459.0,NEW DELHI,DELHI,False,28,4,not rejected,786.9275
Merchant,Amazon.in,Standard,Set,S,1,659.0,Singarayakonda,ANDHRA PRADESH,False,28,4,not rejected,738.32
Merchant,Amazon.in,Standard,Set,XXL,1,922.0,ATTILLI,ANDHRA PRADESH,False,28,4,not rejected,717.1
Merchant,Amazon.in,Standard,kurta,XL,0,665.1355519636998,NEW DELHI,DELHI,False,28,4,rejected,451.8
Merchant,Amazon.in,Standard,Top,L,1,625.0,SELAQUI,UTTARAKHAND,False,28,4,not rejected,493.96
Amazon,Amazon.in,Expedited,Set,S,0,665.1355519636998,BHUBANESWAR,ODISHA,False,28,4,rejected,578.9833333333333
Merchant,Amazon.in,Standard,kurta,XXL,1,487.0,JAIPUR,RAJASTHAN,False,28,4,not rejected,495.10166666666663
Merchant,Amazon.in,Standard,Set,XXL,1,654.0,HYDERABAD,TELANGANA,False,28,4,not rejected,806.575
Merchant,Amazon.in,Standard,Western Dress,XXL,1,625.0,THANE,MAHARASHTRA,False,28,4,not rejected,487.95
Amazon,Amazon.in,Expedited,Set,3XL,0,665.1355519636998,Faridabad,HARYANA,False,28,4,rejected,591.05
Merchant,Amazon.in,Standard,Set,S,1,560.0,NEW DELHI,DELHI,False,28,4,not rejected,861.0
Merchant,Amazon.in,Standard,Top,M,1,518.0,KUNNAMKULAM,KERALA,False,28,4,not rejected,768.92
Merchant,Amazon.in,Standard,kurta,XL,1,459.0,NAVI MUMBAI,MAHARASHTRA,False,28,4,not rejected,440.05
Merchant,Amazon.in,Standard,Western Dress,XS,0,734.29,PUNALUR,KERALA,False,28,4,rejected,386.49
Merchant,Amazon.in,Standard,Western Dress,S,1,744.0,NASHIK,MAHARASHTRA,False,28,4,not rejected,665.0
Merchant,Amazon.in,Standard,Western Dress,3XL,0,734.29,DHARMADOM,KERALA,False,28,4,rejected,824.76
Merchant,Amazon.in,Standard,Top,L,1,487.0,MUMBAI,MAHARASHTRA,False,28,4,not rejected,692.3824761904762
Amazon,Amazon.in,Expedited,Top,L,0,665.1355519636998,SECUNDERABAD,TELANGANA,False,28,4,rejected,733.84
Merchant,Amazon.in,Standard,kurta,L,0,280.95,KOLKATA,WEST BENGAL,False,28,4,rejected,423.75
Merchant,Amazon.in,Standard,kurta,L,0,246.67,KOLKATA,WEST BENGAL,False,28,4,rejected,696.2091666666665
Merchant,Amazon.in,Standard,kurta,S,1,399.0,CHENNAI,TAMIL NADU,False,28,4,not rejected,493.5875
Merchant,Amazon.in,Standard,Set,M,1,597.0,MEENACHIL,KERALA,False,28,4,not rejected,528.41
Merchant,Amazon.in,Standard,Set,M,0,568.57,PALACOLE,ANDHRA PRADESH,False,28,4,rejected,665.0
Merchant,Amazon.in,Standard,Set,S,1,648.0,JORHAT,ASSAM,False,28,4,not rejected,690.71
Merchant,Amazon.in,Standard,Set,XL,0,604.76,CHANDIGARH,CHANDIGARH,False,28,4,rejected,665.0
Merchant,Amazon.in,Standard,kurta,3XL,0,665.1355519636998,HYDERABAD,TELANGANA,False,28,4,rejected,469.91
Merchant,Amazon.in,Standard,Set,XL,1,599.0,vijaypur koulpur,JAMMU & KASHMIR,False,28,4,not rejected,525.4325
Merchant,Amazon.in,Standard,kurta,XXL,1,319.0,Bankura,WEST BENGAL,False,28,4,not rejected,475.2558333333334
Merchant,Amazon.in,Standard,Set,L,1,597.0,POTTORE,KERALA,False,28,4,not rejected,459.605
Amazon,Amazon.in,Expedited,Top,L,1,487.0,NORTH GOA,GOA,False,28,4,rejected,429.125
Merchant,Amazon.in,Standard,Top,S,1,463.0,HYDERABAD,TELANGANA,False,28,4,not rejected,547.8733333333333
Merchant,Amazon.in,Standard,Set,M,1,563.0,PIMPRI CHINCHWAD,MAHARASHTRA,False,28,4,not rejected,773.405
Merchant,Amazon.in,Standard,Western Dress,S,1,721.0,NEW DELHI,DELHI,False,28,4,not rejected,789.71
Merchant,Amazon.in,Standard,kurta,3XL,1,549.0,PUNE,MAHARASHTRA,False,28,4,not rejected,665.0
Merchant,Amazon.in,Standard,kurta,L,1,318.0,CURCHOREM,GOA,False,28,4,not rejected,954.4925952380952
Merchant,Amazon.in,Standard,kurta,3XL,1,517.0,MUMBAI,MAHARASHTRA,False,27,4,not rejected,779.54
Amazon,Amazon.in,Expedited,kurta,M,0,665.1355519636998,MALAVALLI,KARNATAKA,False,27,4,rejected,665.0
Merchant,Amazon.in,Standard,Set,L,1,597.0,BENGALURU,KARNATAKA,False,27,4,not rejected,665.0
Merchant,Amazon.in,Standard,Set,S,1,597.0,BENGALURU,KARNATAKA,False,27,4,rejected,822.5266666666665
Merchant,Amazon.in,Standard,Blouse,XL,1,625.0,PANIPAT,HARYANA,False,27,4,not rejected,460.1536666666667
Merchant,Amazon.in,Standard,Set,XS,0,665.1355519636998,FAIZABAD,UTTAR PRADESH,False,27,4,rejected,778.4833333333332
Amazon,Amazon.in,Expedited,Set,M,0,665.1355519636998,MOHALI,PUNJAB,False,27,4,rejected,741.05
Merchant,Amazon.in,Standard,Set,M,1,579.0,KOLKATA,WEST BENGAL,False,27,4,not rejected,653.305
Merchant,Amazon.in,Standard,Set,M,1,636.0,NAVI MUMBAI,MAHARASHTRA,False,27,4,not rejected,816.37
Merchant,Amazon.in,Standard,Set,XS,1,597.0,JHAJJAR,HARYANA,False,27,4,not rejected,797.614738095238
Merchant,Amazon.in,Standard,Set,S,1,654.0,FAIZABAD,UTTAR PRADESH,False,27,4,rejected,444.75
Merchant,Amazon.in,Standard,Western Dress,L,1,885.0,MUMBAI,MAHARASHTRA,False,27,4,not rejected,810.9245952380953
Merchant,Amazon.in,Standard,Top,S,1,599.0,BENGALURU,KARNATAKA,False,27,4,not rejected,752.35
Merchant,Amazon.in,Standard,kurta,3XL,1,517.0,SIRSI,KARNATAKA,False,27,4,rejected,676.88
Merchant,Amazon.in,Standard,Top,XXL,1,413.0,NEW DELHI,DELHI,False,27,4,not rejected,807.13
Merchant,Amazon.in,Standard,Set,L,1,696.0,VIJAYAWADA,ANDHRA PRADESH,False,27,4,not rejected,721.85
Merchant,Amazon.in,Standard,Set,L,0,665.1355519636998,BENGALURU,KARNATAKA,False,27,4,rejected,390.16
Merchant,Amazon.in,Standard,Set,S,1,563.0,DEHRADUN,UTTARAKHAND,False,27,4,not rejected,764.1
Merchant,Amazon.in,Standard,Top,S,1,563.0,NAVSARI,Gujarat,False,27,4,not rejected,526.51
Merchant,Amazon.in,Standard,kurta,XXL,0,340.0,BENGALURU,KARNATAKA,False,27,4,rejected,739.02
Merchant,Amazon.in,Standard,Set,3XL,1,1149.0,JAIPUR,RAJASTHAN,False,27,4,not rejected,665.0
Merchant,Amazon.in,Standard,kurta,S,1,549.0,BENGALURU,KARNATAKA,False,27,4,not rejected,370.98800000000006
Merchant,Amazon.in,Standard,Western Dress,XS,1,721.0,AMRAVATI,MAHARASHTRA,False,27,4,rejected,525.9033333333333
Merchant,Amazon.in,Standard,kurta,L,1,562.0,Secunderabad,TELANGANA,False,27,4,not rejected,537.1093333333333
Merchant,Amazon.in,Standard,kurta,S,1,549.0,MUMBAI,MAHARASHTRA,False,27,4,not rejected,522.34
Merchant,Amazon.in,Standard,kurta,3XL,1,549.0,KANPUR,UTTAR PRADESH,False,27,4,not rejected,358.92809523809524
Merchant,Amazon.in,Standard,Set,XL,0,665.1355519636998,BENGALURU,KARNATAKA,False,27,4,rejected,665.0
Merchant,Amazon.in,Standard,Set,XXL,1,852.0,NAGPUR,MAHARASHTRA,False,27,4,not rejected,721.23
Merchant,Amazon.in,Standard,Western Dress,L,1,899.0,New Delhi,DELHI,False,27,4,not rejected,776.17
Amazon,Amazon.in,Expedited,kurta,L,0,665.1355519636998,HYDERABAD,TELANGANA,False,27,4,rejected,752.1438333333333
Merchant,Amazon.in,Standard,Set,XL,1,599.0,SECUNDERABAD,TELANGANA,False,27,4,rejected,449.598
Amazon,Amazon.in,Expedited,Set,S,0,665.1355519636998,NEW DELHI,DELHI,False,27,4,rejected,752.4233333333333
Merchant,Amazon.in,Standard,Set,S,1,660.0,MUMBAI,MAHARASHTRA,False,27,4,not rejected,423.31
Merchant,Amazon.in,Standard,Set,L,0,522.86,NOIDA,UTTAR PRADESH,False,27,4,rejected,473.41
Amazon,Amazon.in,Expedited,kurta,XS,1,511.0,GHAZIABAD,UTTAR PRADESH,False,27,4,rejected,452.95
Merchant,Amazon.in,Standard,kurta,S,0,665.1355519636998,KOLKATA,WEST BENGAL,False,27,4,rejected,735.0
Amazon,Amazon.in,Expedited,kurta,3XL,0,665.1355519636998,INDORE,MADHYA PRADESH,True,27,4,rejected,800.39
Merchant,Amazon.in,Standard,Western Dress,S,1,744.0,ERODE,TAMIL NADU,False,27,4,not rejected,398.5098333333333
Merchant,Amazon.in,Standard,Set,S,1,549.0,SURAT,Gujarat,False,27,4,not rejected,516.82
Merchant,Amazon.in,Standard,Top,XXL,1,540.0,THANE,MAHARASHTRA,False,27,4,not rejected,459.5435714285714
Merchant,Amazon.in,Standard,Blouse,S,1,545.0,ANAND,Gujarat,False,27,4,not rejected,495.93
Merchant,Amazon.in,Standard,Set,M,1,999.0,THIRUVANANTHAPURAM,KERALA,False,27,4,not rejected,788.2114285714285
Amazon,Amazon.in,Expedited,Set,M,1,1115.0,SANGAMNER,MAHARASHTRA,False,27,4,rejected,489.29
Merchant,Amazon.in,Standard,kurta,3XL,1,376.0,PATNA,BIHAR,False,27,4,not rejected,719.7471428571429
Merchant,Amazon.in,Standard,kurta,3XL,1,517.0,HYDERABAD,TELANGANA,False,27,4,not rejected,670.62
Amazon,Amazon.in,Expedited,Western Dress,XL,0,665.1355519636998,NADIM TIRUVURU,ANDHRA PRADESH,False,27,4,rejected,697.8556111111109
Merchant,Amazon.in,Standard,kurta,XL,1,499.0,COIMBATORE,TAMIL NADU,False,27,4,not rejected,513.1083333333333
Merchant,Amazon.in,Standard,kurta,XXL,1,939.0,Loni,MAHARASHTRA,False,27,4,not rejected,645.66
Merchant,Amazon.in,Standard,kurta,L,1,521.0,MANDI,HIMACHAL PRADESH,False,27,4,not rejected,665.0
Merchant,Amazon.in,Standard,Set,M,0,622.86,DOMBIVLI,MAHARASHTRA,False,27,4,rejected,480.5020476190477
Merchant,Amazon.in,Standard,kurta,3XL,1,517.0,VARANASI,UTTAR PRADESH,False,27,4,rejected,498.16
Merchant,Amazon.in,Standard,kurta,S,0,336.19,BIDAR,KARNATAKA,False,27,4,rejected,611.3
Merchant,Amazon.in,Standard,Set,S,1,496.0,NOIDA,UTTAR PRADESH,False,27,4,not rejected,546.5836666666667
Merchant,Amazon.in,Standard,kurta,L,1,458.0,Hargaon,UTTAR PRADESH,False,27,4,not rejected,682.37
Merchant,Amazon.in,Standard,kurta,3XL,1,295.0,Qadian,PUNJAB,False,27,4,not rejected,619.9169999999999
Merchant,Amazon.in,Standard,kurta,M,1,458.0,HYDERABAD,TELANGANA,False,27,4,not rejected,647.8033333333334
Amazon,Amazon.in,Expedited,Set,L,0,665.1355519636998,AKBARPUR,UTTAR PRADESH,False,27,4,rejected,578.7
Amazon,Amazon.in,Expedited,Western Dress,XL,0,665.1355519636998,CHENNAI,TAMIL NADU,False,27,4,rejected,760.81
Merchant,Amazon.in,Standard,kurta,L,1,459.0,LAKHIMPUR,UTTAR PRADESH,False,27,4,not rejected,665.0
Amazon,Amazon.in,Standard,Set,S,0,665.1355519636998,INDORE,MADHYA PRADESH,False,27,4,rejected,414.43
Merchant,Amazon.in,Standard,Set,XL,1,599.0,SIOLIM,GOA,False,27,4,not rejected,666.7866666666665
Merchant,Amazon.in,Standard,kurta,L,0,437.14,LAKHIMPUR,UTTAR PRADESH,False,27,4,rejected,431.7766666666667
Amazon,Amazon.in,Expedited,kurta,M,0,665.1355519636998,PATNA,BIHAR,False,27,4,rejected,849.49
Merchant,Amazon.in,Standard,Set,XXL,1,1149.0,NEW DELHI,DELHI,False,27,4,not rejected,425.54540476190465
Merchant,Amazon.in,Standard,Top,XL,1,540.0,GURUGRAM,HARYANA,False,27,4,not rejected,746.1313333333333
Merchant,Amazon.in,Standard,Top,3XL,1,599.0,Cochin,KERALA,False,27,4,not rejected,453.7713095238095
Merchant,Amazon.in,Standard,kurta,XXL,1,329.0,CHENNAI,TAMIL NADU,False,27,4,rejected,741.32
Merchant,Amazon.in,Standard,Blouse,S,1,545.0,BENGALURU,KARNATAKA,False,27,4,not rejected,662.562
Merchant,Amazon.in,Standard,kurta,XXL,1,319.0,CHENNAI,TAMIL NADU,False,27,4,not rejected,725.65
Merchant,Amazon.in,Standard,Set,L,1,595.0,PRANTIJ,Gujarat,False,27,4,not rejected,506.66
Merchant,Amazon.in,Standard,Blouse,M,1,545.0,NOIDA,UTTAR PRADESH,False,27,4,not rejected,468.905
Merchant,Amazon.in,Standard,kurta,S,1,499.0,Ghaziabad,UTTAR PRADESH,False,27,4,rejected,527.3
Amazon,Amazon.in,Expedited,kurta,M,1,435.0,Thane,MAHARASHTRA,False,27,4,rejected,370.2176666666666
Merchant,Amazon.in,Standard,kurta,XXL,1,459.0,SHILLONG,MEGHALAYA,False,27,4,not rejected,665.0
Merchant,Amazon.in,Standard,kurta,XL,1,568.0,Virar,MAHARASHTRA,False,27,4,not rejected,566.38
Merchant,Amazon.in,Standard,kurta,XXL,0,508.57,DHARMAVARAM,ANDHRA PRADESH,False,27,4,rejected,448.3775
Merchant,Amazon.in,Standard,kurta,XL,1,568.0,CHENNAI,TAMIL NADU,False,27,4,not rejected,997.2
Merchant,Amazon.in,Standard,Set,S,1,597.0,CHENNAI,TAMIL NADU,False,27,4,not rejected,876.65
Amazon,Amazon.in,Expedited,kurta,L,1,353.0,BENGALURU,KARNATAKA,False,27,4,rejected,417.032
Merchant,Amazon.in,Standard,Set,XXL,1,654.0,NASHIK,MAHARASHTRA,False,27,4,rejected,834.825
Amazon,Amazon.in,Expedited,Set,XXL,0,665.1355519636998,hyderabad,TELANGANA,False,27,4,rejected,647.19
Merchant,Amazon.in,Standard,kurta,M,1,495.0,East Vipparru,ANDHRA PRADESH,False,27,4,not rejected,698.395
Merchant,Amazon.in,Standard,Western Dress,3XL,0,818.1,MUMBAI,MAHARASHTRA,False,27,4,rejected,665.0
Merchant,Amazon.in,Standard,kurta,L,1,499.0,KOLKATA,WEST BENGAL,False,27,4,not rejected,639.7525
Merchant,Amazon.in,Standard,Western Dress,L,0,842.86,BARHANI BAZAR,UTTAR PRADESH,False,27,4,rejected,799.58
Merchant,Amazon.in,Standard,kurta,L,1,499.0,KOLKATA,WEST BENGAL,False,27,4,not rejected,910.82
Merchant,Amazon.in,Standard,Set,S,0,665.1355519636998,CHENNAI,TAMIL NADU,False,27,4,rejected,789.215
Merchant,Amazon.in,Standard,kurta,L,1,475.0,KOLKATA,WEST BENGAL,False,27,4,not rejected,810.3320000000001
Amazon,Amazon.in,Expedited,Western Dress,3XL,1,859.0,MUMBAI,MAHARASHTRA,False,27,4,rejected,679.1426666666666
Merchant,Amazon.in,Standard,Western Dress,3XL,0,708.57,MUMBAI,MAHARASHTRA,False,27,4,rejected,449.72
Merchant,Amazon.in,Standard,Western Dress,L,1,744.0,ERNAKULAM,KERALA,False,27,4,not rejected,719.4564999999998
Merchant,Amazon.in,Standard,kurta,XL,1,399.0,NEW DELHI,DELHI,False,27,4,not rejected,922.18
Merchant,Amazon.in,Standard,Set,L,1,666.0,Hyderabad,TELANGANA,False,27,4,rejected,827.89
Merchant,Amazon.in,Standard,Set,L,0,784.76,MYSURU,KARNATAKA,False,27,4,rejected,439.39
Amazon,Amazon.in,Expedited,Set,L,1,824.0,MYSURU,KARNATAKA,False,27,4,rejected,462.14666666666665
Amazon,Amazon.in,Expedited,Set,XXL,1,788.0,BENGALURU,KARNATAKA,False,27,4,rejected,691.4
Merchant,Amazon.in,Standard,Set,3XL,1,613.0,MUMBAI,MAHARASHTRA,False,27,4,not rejected,665.0
Merchant,Amazon.in,Standard,Western Dress,L,1,859.0,CHENNAI,TAMIL NADU,False,27,4,not rejected,769.35
Merchant,Amazon.in,Standard,kurta,S,1,299.0,BEHRAMPUR,PUNJAB,False,27,4,not rejected,731.33
Amazon,Amazon.in,Expedited,kurta,3XL,0,665.1355519636998,RAJAHMUNDRY,ANDHRA PRADESH,False,27,4,rejected,702.81
Merchant,Amazon.in,Standard,Set,3XL,1,626.0,VASAI VIRAR,MAHARASHTRA,False,27,4,not rejected,614.87
Merchant,Amazon.in,Standard,kurta,L,1,442.0,TANAKPUR,UTTARAKHAND,False,27,4,not rejected,465.236
Merchant,Amazon.in,Standard,kurta,L,1,665.1355519636998,GHAZIABAD,UTTAR PRADESH,False,27,4,not rejected,671.62
Merchant,Amazon.in,Standard,kurta,XL,1,376.0,Kannur,KERALA,False,27,4,not rejected,711.825
Merchant,Amazon.in,Standard,Set,XL,0,784.76,JAIPUR,RAJASTHAN,False,27,4,rejected,819.08
Merchant,Amazon.in,Standard,Set,XXL,1,631.0,GURUGRAM,HARYANA,False,27,4,not rejected,511.3966666666667
Merchant,Amazon.in,Standard,kurta,L,1,499.0,KARAIKKUDI,TAMIL NADU,False,27,4,not rejected,665.0
Merchant,Amazon.in,Standard,Set,XL,1,696.0,NEW DELHI,DELHI,False,27,4,rejected,417.06
Merchant,Amazon.in,Standard,Set,M,1,1099.0,MAHINDRA WORLD CITY,TAMIL NADU,False,27,4,not rejected,718.07
Merchant,Amazon.in,Standard,Set,L,1,824.0,MUMBAI,MAHARASHTRA,False,27,4,not rejected,722.1463636363637
Merchant,Amazon.in,Standard,Set,3XL,1,665.1355519636998,VERNA,GOA,False,27,4,not rejected,677.56
Merchant,Amazon.in,Standard,Set,XXL,1,665.1355519636998,HARDOI,UTTAR PRADESH,False,27,4,not rejected,665.0
Merchant,Amazon.in,Standard,Set,XL,0,665.1355519636998,HOWRAH,WEST BENGAL,False,27,4,rejected,880.11
Merchant,Amazon.in,Standard,Western Dress,L,0,665.1355519636998,GHAZIABAD,UTTAR PRADESH,False,27,4,rejected,665.0
Merchant,Amazon.in,Standard,kurta,L,1,458.0,BEYPORE,KERALA,False,27,4,not rejected,549.34
Merchant,Amazon.in,Standard,Set,S,0,665.1355519636998,VIJAPURA,KARNATAKA,False,27,4,rejected,660.975388888889
Merchant,Amazon.in,Standard,kurta,XXL,0,665.1355519636998,NEW DELHI,DELHI,False,27,4,rejected,706.53
Amazon,Amazon.in,Expedited,Set,XS,1,995.0,ULLAL,KARNATAKA,False,27,4,rejected,471.33
Merchant,Amazon.in,Standard,kurta,XL,1,526.0,KOLLAM,KERALA,False,27,4,not rejected,753.3075
Amazon,Amazon.in,Expedited,kurta,XL,0,665.1355519636998,salem,TAMIL NADU,False,27,4,rejected,679.55
Merchant,Amazon.in,Standard,kurta,S,1,368.0,HYDERABAD,TELANGANA,False,27,4,not rejected,665.0
Merchant,Amazon.in,Standard,kurta,S,1,459.0,"NUVEM.   ( Do not Ring the door bell, call b4 comg",GOA,False,27,4,not rejected,771.6439999999998
Merchant,Amazon.in,Standard,kurta,XL,0,665.1355519636998,AHMEDABAD,Gujarat,False,27,4,rejected,693.12
Amazon,Amazon.in,Expedited,Set,XS,1,995.0,ULLAL,KARNATAKA,False,27,4,rejected,590.3909404761905
Merchant,Amazon.in,Standard,Set,M,1,626.0,BENGALURU,KARNATAKA,False,27,4,not rejected,383.0966666666667
Merchant,Amazon.in,Standard,kurta,M,1,393.0,CHAKRADHARPUR,JHARKHAND,False,27,4,not rejected,749.1441666666666
Merchant,Amazon.in,Standard,Set,L,1,1099.0,pathankot,PUNJAB,False,27,4,not rejected,478.545
Merchant,Amazon.in,Standard,kurta,L,1,442.0,HYDERABAD,TELANGANA,False,27,4,not rejected,538.8466666666667
Merchant,Amazon.in,Standard,kurta,S,1,399.0,Haldwani,UTTARAKHAND,False,27,4,not rejected,774.62
Merchant,Amazon.in,Standard,Western Dress,L,1,744.0,CHENNAI,TAMIL NADU,False,27,4,not rejected,684.09
Merchant,Amazon.in,Standard,Bottom,M,1,518.0,PIMPRI CHINCHWAD,MAHARASHTRA,False,27,4,not rejected,438.04
Merchant,Amazon.in,Standard,Set,XXL,1,597.0,MUMBAI,MAHARASHTRA,False,27,4,not rejected,462.115
Merchant,Amazon.in,Standard,kurta,M,1,517.0,GUNTUR,ANDHRA PRADESH,True,27,4,not rejected,801.6
Merchant,Amazon.in,Standard,Western Dress,XXL,1,885.0,GURUGRAM,HARYANA,False,27,4,not rejected,665.0
Merchant,Amazon.in,Standard,kurta,XL,1,399.0,MANWATH,MAHARASHTRA,False,27,4,not rejected,685.7983333333334
Merchant,Amazon.in,Standard,Western Dress,S,1,744.0,THOUBAL,MANIPUR,False,27,4,not rejected,752.3
Merchant,Amazon.in,Standard,Set,XL,1,725.0,Shamlaji,Gujarat,False,27,4,not rejected,504.5133333333334
Merchant,Amazon.in,Standard,kurta,XXL,1,475.0,PIMPRI CHINCHWAD,MAHARASHTRA,False,27,4,not rejected,665.0
Merchant,Amazon.in,Standard,Set,XXL,0,665.1355519636998,MUMBAI,MAHARASHTRA,False,27,4,rejected,417.34
Merchant,Amazon.in,Standard,kurta,M,1,399.0,NANDURBAR,MAHARASHTRA,False,27,4,not rejected,850.28
Amazon,Amazon.in,Expedited,Top,S,0,665.1355519636998,BIDAR,KARNATAKA,False,27,4,rejected,665.0
Merchant,Amazon.in,Standard,Set,M,1,1099.0,JAMMU,JAMMU & KASHMIR,False,27,4,not rejected,675.89
Merchant,Amazon.in,Standard,Set,3XL,1,665.1355519636998,PATNA,BIHAR,False,27,4,not rejected,796.9166666666665
Merchant,Amazon.in,Standard,Blouse,M,1,545.0,BENGALURU,KARNATAKA,False,27,4,not rejected,755.6866666666667
Merchant,Amazon.in,Standard,Western Dress,L,1,721.0,BUTTAYAGUDEM,ANDHRA PRADESH,False,27,4,not rejected,414.63
Merchant,Amazon.in,Standard,Western Dress,XL,1,859.0,NEW DELHI,DELHI,False,27,4,not rejected,755.63
Merchant,Amazon.in,Standard,Set,S,1,1115.0,BALAGHAT,MADHYA PRADESH,False,27,4,not rejected,703.3816666666665
Merchant,Amazon.in,Standard,Western Dress,S,1,744.0,MUMBAI,MAHARASHTRA,False,27,4,not rejected,709.08
Merchant,Amazon.in,Standard,kurta,M,1,376.0,PALAKKAD,KERALA,False,27,4,not rejected,665.0
Merchant,Amazon.in,Standard,kurta,XL,0,665.1355519636998,GHAZIABAD,UTTAR PRADESH,False,27,4,rejected,454.8869047619048
Merchant,Amazon.in,Standard,kurta,3XL,1,517.0,panaji,GOA,False,27,4,not rejected,694.77
Merchant,Amazon.in,Standard,kurta,XXL,1,291.0,MUMBAI,MAHARASHTRA,False,27,4,not rejected,665.0
Merchant,Amazon.in,Standard,kurta,XS,0,437.14,BICHOLIM,GOA,False,27,4,rejected,740.82
Merchant,Amazon.in,Standard,kurta,XXL,0,540.96,AHMEDABAD,Gujarat,False,27,4,rejected,421.781
Merchant,Amazon.in,Standard,Set,XXL,0,878.1,RAYADURG,ANDHRA PRADESH,False,27,4,rejected,681.2
Merchant,Amazon.in,Standard,Set,XS,1,788.0,KALABURGI,KARNATAKA,False,27,4,rejected,789.94
Merchant,Amazon.in,Standard,kurta,M,1,568.0,Secunderabad,TELANGANA,False,27,4,not rejected,420.96
Merchant,Amazon.in,Standard,Set,3XL,1,725.0,BENGALURU,KARNATAKA,False,27,4,not rejected,737.18
Merchant,Amazon.in,Standard,kurta,S,1,295.0,Chennai,TAMIL NADU,False,27,4,not rejected,471.55
Merchant,Amazon.in,Standard,Set,S,1,665.1355519636998,NEW DELHI,DELHI,False,27,4,not rejected,665.0
Amazon,Amazon.in,Expedited,Top,XL,0,665.1355519636998,CHENNAI,TAMIL NADU,False,27,4,rejected,435.69
Merchant,Amazon.in,Standard,Set,XL,1,665.1355519636998,PUNE,MAHARASHTRA,False,27,4,not rejected,872.0
Merchant,Amazon.in,Standard,Top,L,1,493.0,THALASSERY,KERALA,False,27,4,not rejected,899.6673333333333
Merchant,Amazon.in,Standard,Western Dress,L,1,999.0,NOIDA,UTTAR PRADESH,False,27,4,not rejected,477.80828571428583
Merchant,Amazon.in,Standard,kurta,L,1,342.0,HYDERABAD,TELANGANA,False,27,4,not rejected,440.35
Amazon,Amazon.in,Expedited,kurta,L,0,665.1355519636998,Koothattukulam,KERALA,False,27,4,rejected,400.93533333333323
Merchant,Amazon.in,Standard,kurta,XL,1,517.0,NEW DELHI,DELHI,False,27,4,not rejected,392.92
Merchant,Amazon.in,Standard,Set,S,1,654.0,NEW DELHI,DELHI,False,27,4,not rejected,665.0
Merchant,Amazon.in,Standard,Top,M,1,493.0,Chennai,TAMIL NADU,False,27,4,not rejected,450.98
Merchant,Amazon.in,Standard,kurta,L,0,665.1355519636998,MANDI,HIMACHAL PRADESH,False,27,4,rejected,539.29
Merchant,Amazon.in,Standard,kurta,XL,0,380.0,GUWAHATI,ASSAM,False,27,4,rejected,768.13
Merchant,Amazon.in,Standard,Set,L,1,563.0,KOLKATA,WEST BENGAL,False,27,4,not rejected,665.0
Amazon,Amazon.in,Expedited,Set,L,1,788.0,ELURU,ANDHRA PRADESH,False,27,4,rejected,671.69
Merchant,Amazon.in,Standard,Set,XL,1,626.0,BHUBANESWAR,ODISHA,False,27,4,not rejected,874.46
Merchant,Amazon.in,Standard,Top,3XL,1,540.0,Satna,MADHYA PRADESH,False,27,4,not rejected,845.47
Merchant,Amazon.in,Standard,Western Dress,L,1,744.0,kompally,TELANGANA,False,27,4,not rejected,666.92
Merchant,Amazon.in,Standard,Western Dress,L,1,744.0,Bangalore,KARNATAKA,False,27,4,not rejected,587.25
Merchant,Amazon.in,Standard,kurta,XXL,1,442.0,NEW DELHI,DELHI,False,27,4,not rejected,751.34
Merchant,Amazon.in,Standard,kurta,XXL,1,376.0,AYYAMPETTAI THANJAVUR DISTRICT,TAMIL NADU,False,27,4,not rejected,747.9896666666667
Merchant,Amazon.in,Standard,kurta,L,1,442.0,VISAKHAPATNAM,ANDHRA PRADESH,False,27,4,not rejected,474.49
Amazon,Amazon.in,Expedited,Set,XS,1,1099.0,HOSAPETE,KARNATAKA,False,27,4,rejected,428.43
Merchant,Amazon.in,Standard,kurta,XL,1,399.0,NEW DELHI,DELHI,False,27,4,not rejected,681.31
Merchant,Amazon.in,Standard,kurta,XXL,1,725.0,BIKANER,RAJASTHAN,False,27,4,not rejected,757.085
